Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6400500-011,6400500,高雄市,三民區,本武里,561,1455,224,0.250446429,0.649553571,0.1,1153,11,1164,1621,0.718075262
6400500-012,6400500,高雄市,三民區,本元里,929,2168,368,0.268109668,0.625685426,0.106204906,3465,43,3508,4968,0.706119163
6400500-013,6400500,高雄市,三民區,本安里,907,1792,332,0.299241175,0.591224018,0.109534807,3031,33,3064,4268,0.717900656
6400500-014,6400500,高雄市,三民區,本上里,883,1803,344,0.291419142,0.595049505,0.113531353,3030,30,3060,4408,0.694192377
6400500-015,6400500,高雄市,三民區,本揚里,1344,3041,504,0.274902843,0.622008591,0.103088566,4889,37,4926,6947,0.709083057
6400500-016,6400500,高雄市,三民區,寶獅里,616,1544,236,0.257095159,0.644407346,0.098497496,2396,26,2422,3488,0.694380734
6400500-017,6400500,高雄市,三民區,寶德里,804,2071,302,0.253068933,0.651872836,0.095058231,3177,39,3216,4744,0.677908938
6400500-018,6400500,高雄市,三民區,寶泰里,610,1544,306,0.24796748,0.627642276,0.124390244,2460,26,2486,3783,0.65715041
6400500-019,6400500,高雄市,三民區,寶興里,1412,3345,589,0.264122709,0.625701459,0.110175832,4257,49,4306,6148,0.700390371
6400500-020,6400500,高雄市,三民區,寶中里,465,1375,216,0.226167315,0.668774319,0.105058366,2056,22,2078,2922,0.711156742
6400500-021,6400500,高雄市,三民區,寶華里,632,1158,207,0.316474712,0.579869805,0.103655483,1997,23,2020,2979,0.678079893
6400500-022,6400500,高雄市,三民區,寶國里,1412,2982,552,0.285483219,0.602911444,0.111605338,4946,63,5009,7368,0.679831705
6400500-023,6400500,高雄市,三民區,寶民里,549,1216,210,0.277974684,0.615696203,0.106329114,1975,16,1991,2947,0.675602307
6400500-024,6400500,高雄市,三民區,寶慶里,411,1115,152,0.244934446,0.664481526,0.090584029,1678,24,1702,2536,0.671135647
6400500-025,6400500,高雄市,三民區,寶業里,906,1996,318,0.28136646,0.619875776,0.098757764,3220,22,3242,4736,0.684543919
6400500-026,6400500,高雄市,三民區,寶盛里,935,1991,348,0.285583384,0.608124618,0.106291998,3274,32,3306,4686,0.705505762
6400500-027,6400500,高雄市,三民區,寶安里,1279,2664,509,0.287286613,0.598382749,0.114330638,4452,45,4497,6622,0.67909997
6400500-028,6400500,高雄市,三民區,寶龍里,734,1773,275,0.263838965,0.637311287,0.098849748,2782,41,2823,3987,0.708051166
6400500-029,6400500,高雄市,三民區,寶珠里,882,2185,320,0.26040744,0.64511367,0.09447889,3387,38,3425,6250,0.548
6400500-030,6400500,高雄市,三民區,寶玉里,1086,2606,508,0.258571429,0.62047619,0.120952381,5287,72,5359,7855,0.682240611
6400500-031,6400500,高雄市,三民區,灣子里,622,1485,272,0.261454393,0.624211854,0.114333754,2379,29,2408,3616,0.665929204
6400500-032,6400500,高雄市,三民區,灣愛里,419,1246,188,0.226119806,0.672423098,0.101457097,1853,28,1881,2971,0.633120162
6400500-033,6400500,高雄市,三民區,灣中里,785,2249,322,0.233909416,0.670143027,0.095947557,3356,43,3399,5157,0.65910413
6400500-034,6400500,高雄市,三民區,灣華里,385,1117,171,0.230125523,0.667662881,0.102211596,1673,14,1687,2591,0.651099961
6400500-035,6400500,高雄市,三民區,灣勝里,257,961,93,0.196033562,0.733028223,0.070938215,1311,19,1330,1870,0.711229947
6400500-036,6400500,高雄市,三民區,灣利里,454,1588,164,0.205802357,0.719854941,0.074342702,2206,26,2232,3075,0.725853659
6400500-037,6400500,高雄市,三民區,灣復里,489,1462,229,0.224311927,0.670642202,0.105045872,2180,18,2198,3520,0.624431818
6400500-038,6400500,高雄市,三民區,正興里,1954,4277,857,0.275677201,0.603414221,0.120908578,7088,88,7176,10867,0.660347842
6400500-039,6400500,高雄市,三民區,正順里,699,1687,261,0.264072535,0.637325274,0.098602191,2647,25,2672,3736,0.715203426
6400500-040,6400500,高雄市,三民區,灣興里,303,799,142,0.243569132,0.642282958,0.11414791,1244,12,1256,1774,0.70800451
6400500-041,6400500,高雄市,三民區,灣成里,217,470,84,0.281452659,0.609597925,0.108949416,1567,17,1584,2252,0.703374778
6400500-042,6400500,高雄市,三民區,安康里,400,1292,170,0.214822771,0.693877551,0.091299678,1862,24,1886,2816,0.669744318
6400500-043,6400500,高雄市,三民區,安寧里,248,860,118,0.20228385,0.701468189,0.096247961,1226,18,1244,1831,0.679410158
6400500-044,6400500,高雄市,三民區,安吉里,790,1827,313,0.269624573,0.623549488,0.106825939,2930,28,2958,4546,0.650681918
6400500-045,6400500,高雄市,三民區,安發里,551,1226,212,0.27702363,0.616390146,0.106586224,3078,25,3103,4594,0.675446234
6400500-046,6400500,高雄市,三民區,安東里,726,1851,265,0.255453906,0.6513019,0.093244194,2026,23,2049,2814,0.728144989
6400500-047,6400500,高雄市,三民區,安和里,376,1257,161,0.209587514,0.700668896,0.08974359,1794,21,1815,2468,0.73541329
6400500-048,6400500,高雄市,三民區,達德里,196,707,81,0.199186992,0.718495935,0.082317073,984,10,994,1313,0.757044935
6400500-049,6400500,高雄市,三民區,達明里,258,703,77,0.248554913,0.677263969,0.074181118,1038,7,1045,1473,0.709436524
6400500-050,6400500,高雄市,三民區,達仁里,259,710,114,0.239150508,0.655586334,0.105263158,1083,6,1089,1476,0.737804878
6400500-051,6400500,高雄市,三民區,達勇里,191,432,52,0.282962963,0.64,0.077037037,675,9,684,979,0.698672114
6400500-052,6400500,高雄市,三民區,同德里,441,1258,175,0.235325507,0.671291355,0.093383138,1874,24,1898,2697,0.703744902
6400500-053,6400500,高雄市,三民區,德智里,431,1036,139,0.268368618,0.645080946,0.086550436,1606,16,1622,2227,0.728334082
6400500-054,6400500,高雄市,三民區,德仁里,325,848,103,0.254702194,0.664576803,0.080721003,1276,14,1290,1915,0.673629243
6400500-055,6400500,高雄市,三民區,安生里,194,727,97,0.190569745,0.714145383,0.095284872,1018,14,1032,1398,0.738197425
6400500-056,6400500,高雄市,三民區,德東里,123,400,45,0.216549296,0.704225352,0.079225352,568,8,576,783,0.735632184
6400500-057,6400500,高雄市,三民區,德行里,180,578,57,0.220858896,0.709202454,0.06993865,815,11,826,1084,0.76199262
6400500-058,6400500,高雄市,三民區,精華里,294,691,89,0.273743017,0.643389199,0.082867784,1074,12,1086,1490,0.72885906
6400500-059,6400500,高雄市,三民區,民享里,158,489,46,0.227994228,0.705627706,0.066378066,1509,8,1517,2206,0.687669991
6400500-060,6400500,高雄市,三民區,安宜里,490,1531,219,0.21875,0.683482143,0.097767857,2240,18,2258,3006,0.751164338
6400500-061,6400500,高雄市,三民區,安泰里,631,1718,243,0.243441358,0.662808642,0.09375,2592,22,2614,3791,0.689527829
6400500-062,6400500,高雄市,三民區,安邦里,590,1652,178,0.243801653,0.682644628,0.073553719,2420,23,2443,3792,0.644251055
6400500-063,6400500,高雄市,三民區,十全里,222,783,75,0.205555556,0.725,0.069444444,1080,12,1092,1533,0.712328767
6400500-064,6400500,高雄市,三民區,十美里,307,824,93,0.250816993,0.673202614,0.075980392,1224,10,1234,1814,0.680264609
6400500-065,6400500,高雄市,三民區,德北里,291,842,114,0.233360064,0.675220529,0.091419407,1247,14,1261,1856,0.679418103
6400500-066,6400500,高雄市,三民區,立誠里,125,365,32,0.239463602,0.699233716,0.061302682,522,6,528,735,0.718367347
6400500-067,6400500,高雄市,三民區,立業里,134,464,70,0.200598802,0.694610778,0.104790419,668,4,672,967,0.694932782
6400500-068,6400500,高雄市,三民區,港東里,208,649,81,0.221748401,0.691897655,0.086353945,938,8,946,1409,0.671398155
6400500-069,6400500,高雄市,三民區,港新里,260,580,99,0.276890309,0.617678381,0.10543131,939,12,951,1378,0.690130624
6400500-070,6400500,高雄市,三民區,港西里,126,297,45,0.269230769,0.634615385,0.096153846,468,4,472,751,0.62849534
6400500-072,6400500,高雄市,三民區,博愛里,235,515,80,0.28313253,0.620481928,0.096385542,830,13,843,1224,0.68872549
6400500-073,6400500,高雄市,三民區,博惠里,719,1718,264,0.266197705,0.636060718,0.097741577,2701,29,2730,3970,0.687657431
6400500-074,6400500,高雄市,三民區,長明里,210,422,65,0.301291248,0.605451937,0.093256815,697,12,709,1063,0.666980245
6400500-075,6400500,高雄市,三民區,建東里,190,431,80,0.271041369,0.614835949,0.114122682,701,9,710,1187,0.598146588
6400500-076,6400500,高雄市,三民區,興德里,313,728,103,0.273601399,0.636363636,0.090034965,1144,15,1159,1710,0.677777778
6400500-077,6400500,高雄市,三民區,鳳南里,145,471,47,0.218702866,0.71040724,0.070889894,663,8,671,910,0.737362637
6400500-078,6400500,高雄市,三民區,鳳北里,226,692,76,0.227364185,0.696177062,0.076458753,994,9,1003,1358,0.738586156
6400500-079,6400500,高雄市,三民區,德西里,154,342,56,0.278985507,0.619565217,0.101449275,552,18,570,816,0.698529412
6400500-081,6400500,高雄市,三民區,豐裕里,395,1136,176,0.231400117,0.665495021,0.103104862,1707,15,1722,2493,0.690734055
6400500-082,6400500,高雄市,三民區,川東里,223,556,63,0.264845606,0.660332542,0.074821853,842,12,854,1217,0.701725555
6400500-083,6400500,高雄市,三民區,裕民里,215,526,98,0.256257449,0.62693683,0.116805721,839,13,852,1222,0.697217676
6400500-084,6400500,高雄市,三民區,力行里,221,571,64,0.25817757,0.667056075,0.074766355,856,9,865,1114,0.776481149
6400500-085,6400500,高雄市,三民區,千歲里,217,522,72,0.2675709,0.643649815,0.088779285,811,13,824,1127,0.731144632
6400500-086,6400500,高雄市,三民區,立德里,223,502,94,0.272283272,0.612942613,0.114774115,819,11,830,1132,0.733215548
6400500-087,6400500,高雄市,三民區,千北里,187,494,67,0.25,0.660427807,0.089572193,748,4,752,1049,0.716873213
6400500-088,6400500,高雄市,三民區,千秋里,343,965,106,0.242574257,0.682461103,0.074964639,1414,13,1427,2034,0.701573255
6401600-001,6401600,高雄市,大社區,嘉誠里,136,460,65,0.205748865,0.69591528,0.098335855,661,12,673,973,0.691675231
6401600-002,6401600,高雄市,大社區,保社里,418,1230,206,0.225458468,0.663430421,0.111111111,1854,23,1877,2761,0.67982615
6401600-003,6401600,高雄市,大社區,大社里,708,2196,334,0.21865349,0.678196418,0.103150093,3238,31,3269,4768,0.685612416
6401600-004,6401600,高雄市,大社區,翠屏里,214,874,92,0.181355932,0.740677966,0.077966102,1180,15,1195,1640,0.728658537
6401600-005,6401600,高雄市,大社區,三奶里,349,1320,209,0.185835996,0.702875399,0.111288605,1878,20,1898,2595,0.731406551
6401600-006,6401600,高雄市,大社區,觀音里,687,2516,332,0.194342291,0.711739745,0.093917963,3535,35,3570,5148,0.693473193
6401600-007,6401600,高雄市,大社區,神農里,591,2159,355,0.190338164,0.695330113,0.114331723,3105,42,3147,4571,0.688470794
6401600-008,6401600,高雄市,大社區,中里里,447,1436,244,0.210155148,0.67512929,0.114715562,2127,33,2160,3087,0.699708455
6401600-009,6401600,高雄市,大社區,保安里,435,1472,201,0.206356736,0.69829222,0.095351044,2108,35,2143,3002,0.713857428
6401400-001,6401400,高雄市,大寮區,拷潭里,113,777,59,0.119072708,0.818756586,0.062170706,949,14,963,1406,0.684921764
6401400-002,6401400,高雄市,大寮區,內坑里,608,2206,403,0.188995959,0.685732048,0.125271993,3217,29,3246,5352,0.606502242
6401400-003,6401400,高雄市,大寮區,大寮里,718,2810,439,0.180993194,0.708343837,0.110662969,3967,56,4023,6360,0.63254717
6401400-004,6401400,高雄市,大寮區,上寮里,181,1207,161,0.11684958,0.779212395,0.103938025,1549,14,1563,2260,0.69159292
6401400-005,6401400,高雄市,大寮區,三隆里,555,2103,304,0.187373396,0.709993248,0.102633356,2962,22,2984,4383,0.680812229
6401400-006,6401400,高雄市,大寮區,琉球里,486,2150,239,0.169043478,0.747826087,0.083130435,2875,33,2908,4114,0.706854643
6401400-007,6401400,高雄市,大寮區,翁園里,335,1938,202,0.135353535,0.783030303,0.081616162,2475,21,2496,3526,0.707884288
6401400-008,6401400,高雄市,大寮區,前庄里,386,1007,128,0.253780408,0.662064431,0.084155161,1521,15,1536,2252,0.682060391
6401400-009,6401400,高雄市,大寮區,中庄里,1461,4440,647,0.223121564,0.67806964,0.098808797,6548,89,6637,10148,0.654020497
6401400-010,6401400,高雄市,大寮區,後庄里,1111,2942,580,0.239801425,0.635009713,0.125188863,4633,51,4684,7075,0.66204947
6401400-011,6401400,高雄市,大寮區,義仁里,239,869,114,0.195581015,0.711129296,0.093289689,1222,17,1239,1780,0.696067416
6401400-012,6401400,高雄市,大寮區,新厝里,137,793,95,0.133658537,0.773658537,0.092682927,1025,16,1041,1570,0.663057325
6401400-013,6401400,高雄市,大寮區,過溪里,288,1126,176,0.181132075,0.708176101,0.110691824,1590,15,1605,2382,0.673803526
6401400-014,6401400,高雄市,大寮區,潮寮里,336,1565,153,0.163583252,0.761927945,0.074488802,2054,24,2078,2908,0.714580468
6401400-015,6401400,高雄市,大寮區,會結里,206,692,91,0.208291203,0.699696663,0.092012133,989,12,1001,1512,0.662037037
6401400-016,6401400,高雄市,大寮區,會社里,951,2176,373,0.271714286,0.621714286,0.106571429,3500,39,3539,5859,0.604027991
6401400-017,6401400,高雄市,大寮區,山頂里,1450,2522,576,0.31882146,0.554529464,0.126649077,4548,59,4607,7087,0.650063497
6401400-018,6401400,高雄市,大寮區,忠義里,166,143,54,0.457300275,0.393939394,0.148760331,363,3,366,556,0.658273381
6401400-019,6401400,高雄市,大寮區,永芳里,980,2847,432,0.230100963,0.668466776,0.101432261,4259,46,4305,6513,0.660985721
6401400-020,6401400,高雄市,大寮區,義和里,247,1049,124,0.173943662,0.738732394,0.087323944,1420,23,1443,2026,0.712240869
6401400-021,6401400,高雄市,大寮區,溪寮里,184,765,83,0.178294574,0.74127907,0.080426357,1032,7,1039,1462,0.710670315
6401400-022,6401400,高雄市,大寮區,江山里,234,889,124,0.187650361,0.712910986,0.099438653,1247,16,1263,1747,0.722953635
6401400-023,6401400,高雄市,大寮區,昭明里,338,1687,176,0.153566561,0.766469786,0.079963653,2201,31,2232,3457,0.645646514
6401400-024,6401400,高雄市,大寮區,光武里,77,36,13,0.611111111,0.285714286,0.103174603,126,1,127,186,0.682795699
6401400-025,6401400,高雄市,大寮區,中興里,1838,1789,522,0.442998313,0.431188238,0.125813449,4149,41,4190,6431,0.651531644
6401500-001,6401500,高雄市,大樹區,竹寮里,418,1168,199,0.234173669,0.654341737,0.111484594,1785,19,1804,2581,0.698953894
6401500-002,6401500,高雄市,大樹區,九曲里,812,1937,312,0.265272787,0.632799739,0.101927475,3061,30,3091,4594,0.672834131
6401500-003,6401500,高雄市,大樹區,久堂里,807,1699,261,0.291651608,0.614022407,0.094325985,2767,37,2804,3895,0.719897304
6401500-004,6401500,高雄市,大樹區,水安里,328,1168,138,0.200734394,0.714810282,0.084455324,1634,16,1650,2305,0.715835141
6401500-005,6401500,高雄市,大樹區,水寮里,312,1220,114,0.189550425,0.741190765,0.069258809,1646,20,1666,2227,0.748091603
6401500-006,6401500,高雄市,大樹區,檨腳里,484,1686,185,0.20552017,0.715923567,0.078556263,2355,22,2377,3518,0.675667993
6401500-007,6401500,高雄市,大樹區,興山里,101,588,46,0.137414966,0.8,0.062585034,735,11,746,1085,0.687557604
6401500-008,6401500,高雄市,大樹區,和山里,98,549,41,0.14244186,0.797965116,0.059593023,688,7,695,983,0.707019329
6401500-009,6401500,高雄市,大樹區,姑山里,108,507,55,0.16119403,0.756716418,0.082089552,670,10,680,952,0.714285714
6401500-010,6401500,高雄市,大樹區,大坑里,161,721,91,0.165467626,0.741007194,0.09352518,973,8,981,1396,0.702722063
6401500-011,6401500,高雄市,大樹區,井腳里,162,847,82,0.148487626,0.776351971,0.075160403,1091,11,1102,1557,0.707771355
6401500-012,6401500,高雄市,大樹區,小坪里,182,626,68,0.207762557,0.714611872,0.077625571,876,17,893,1275,0.700392157
6401500-013,6401500,高雄市,大樹區,龍目里,144,916,110,0.123076923,0.782905983,0.094017094,1170,20,1190,1609,0.739589807
6401500-014,6401500,高雄市,大樹區,大樹里,305,1182,143,0.187116564,0.725153374,0.087730061,1630,16,1646,2369,0.694807936
6401500-015,6401500,高雄市,大樹區,三和里,153,432,47,0.242088608,0.683544304,0.074367089,632,2,634,976,0.649590164
6401500-016,6401500,高雄市,大樹區,溪埔里,192,785,86,0.180620884,0.738476011,0.080903104,1063,8,1071,1566,0.683908046
6401500-017,6401500,高雄市,大樹區,興田里,482,746,70,0.371340524,0.574730354,0.053929122,1298,20,1318,1926,0.684319834
6401500-018,6401500,高雄市,大樹區,統嶺里,143,338,21,0.284860558,0.673306773,0.041832669,502,9,511,710,0.71971831
6401100-001,6401100,高雄市,小港區,小港里,439,1149,212,0.243888889,0.638333333,0.117777778,1800,18,1818,2758,0.659173314
6401100-002,6401100,高雄市,小港區,港口里,641,1178,240,0.311316173,0.57212239,0.116561438,2059,30,2089,3055,0.683797054
6401100-003,6401100,高雄市,小港區,港正里,541,959,211,0.316189363,0.560490941,0.123319696,1711,14,1725,2482,0.695004029
6401100-004,6401100,高雄市,小港區,港墘里,270,770,100,0.236842105,0.675438596,0.087719298,1140,5,1145,1654,0.692261185
6401100-005,6401100,高雄市,小港區,港明里,487,1348,190,0.240493827,0.665679012,0.09382716,2025,21,2046,3060,0.668627451
6401100-006,6401100,高雄市,小港區,港后里,323,1060,169,0.208118557,0.682989691,0.108891753,1552,24,1576,2261,0.697036709
6401100-007,6401100,高雄市,小港區,港南里,259,790,129,0.219864177,0.670628183,0.10950764,1178,18,1196,2193,0.545371637
6401100-008,6401100,高雄市,小港區,港興里,353,1072,146,0.224697645,0.682367919,0.092934437,1571,17,1588,2227,0.713066906
6401100-009,6401100,高雄市,小港區,鳳宮里,524,1573,270,0.221377271,0.664554288,0.114068441,1332,15,1347,2097,0.642346209
6401100-010,6401100,高雄市,小港區,店鎮里,794,2440,365,0.220616838,0.677966102,0.10141706,3599,37,3636,5451,0.667033572
6401100-011,6401100,高雄市,小港區,大苓里,367,1114,176,0.221484611,0.672299336,0.106216053,1657,15,1672,2430,0.688065844
6401100-012,6401100,高雄市,小港區,二苓里,510,1682,197,0.213478443,0.704060276,0.082461281,2389,27,2416,3663,0.65956866
6401100-013,6401100,高雄市,小港區,三苓里,425,1275,219,0.221469515,0.664408546,0.114121939,1919,15,1934,2779,0.695933789
6401100-014,6401100,高雄市,小港區,正苓里,659,1600,257,0.261923688,0.635930048,0.102146264,2516,30,2546,3917,0.649987235
6401100-015,6401100,高雄市,小港區,順苓里,691,1844,282,0.245296415,0.654597089,0.100106496,2817,36,2853,4187,0.681394793
6401100-016,6401100,高雄市,小港區,六苓里,256,520,89,0.295953757,0.601156069,0.102890173,1900,19,1919,2918,0.657642221
6401100-017,6401100,高雄市,小港區,宏亮里,423,1334,242,0.211605803,0.667333667,0.12106053,1999,19,2018,3093,0.652440996
6401100-018,6401100,高雄市,小港區,山東里,905,1387,353,0.342155009,0.524385633,0.133459357,1790,27,1817,2796,0.649856938
6401100-019,6401100,高雄市,小港區,青島里,339,259,102,0.484285714,0.37,0.145714286,1555,24,1579,2370,0.666244726
6401100-020,6401100,高雄市,小港區,濟南里,836,1345,306,0.336147969,0.540812224,0.123039807,2487,30,2517,3771,0.667462212
6401100-021,6401100,高雄市,小港區,泰山里,482,1393,171,0.235581623,0.680840665,0.083577713,2046,18,2064,3046,0.67760998
6401100-022,6401100,高雄市,小港區,山明里,1414,4537,749,0.211044776,0.677164179,0.111791045,6700,57,6757,10209,0.66186698
6401100-023,6401100,高雄市,小港區,高松里,815,2162,392,0.241911546,0.641733452,0.116355001,2429,29,2458,3656,0.672319475
6401100-024,6401100,高雄市,小港區,松金里,380,1122,148,0.23030303,0.68,0.08969697,1650,14,1664,2417,0.688456765
6401100-025,6401100,高雄市,小港區,松山里,490,1338,184,0.243538767,0.66500994,0.091451292,2012,19,2031,2919,0.695786228
6401100-026,6401100,高雄市,小港區,大坪里,313,1136,167,0.193688119,0.702970297,0.103341584,1616,18,1634,2415,0.676604555
6401100-027,6401100,高雄市,小港區,坪頂里,536,2340,309,0.168288854,0.734693878,0.097017268,3185,24,3209,4978,0.6446364
6401100-028,6401100,高雄市,小港區,孔宅里,405,1316,175,0.213607595,0.694092827,0.092299578,2836,36,2872,4473,0.64207467
6401100-029,6401100,高雄市,小港區,廈莊里,399,1249,203,0.215559157,0.674770394,0.109670448,1851,24,1875,2776,0.675432277
6401100-030,6401100,高雄市,小港區,合作里,364,1237,167,0.205882353,0.699660633,0.094457014,1768,18,1786,2466,0.724249797
6401100-031,6401100,高雄市,小港區,桂林里,944,3327,489,0.198319328,0.69894958,0.102731092,4760,58,4818,7206,0.668609492
6401100-032,6401100,高雄市,小港區,中厝里,430,1509,175,0.203405866,0.713812677,0.082781457,2114,9,2123,3172,0.669293821
6401100-033,6401100,高雄市,小港區,鳳鳴里,597,2095,269,0.201621074,0.707531239,0.090847687,1916,29,1945,2922,0.665639973
6401100-034,6401100,高雄市,小港區,龍鳳里,382,1280,135,0.212576516,0.712298275,0.075125209,1797,18,1815,2833,0.640663607
6401100-035,6401100,高雄市,小港區,鳳森里,277,1037,106,0.195070423,0.73028169,0.074647887,1420,9,1429,2082,0.68635927
6401100-036,6401100,高雄市,小港區,鳳林里,311,1402,154,0.166577397,0.750937333,0.08248527,1867,24,1891,2844,0.664908579
6401100-037,6401100,高雄市,小港區,鳳興里,242,1131,125,0.161548732,0.755006676,0.083444593,1498,19,1517,2327,0.651912333
6401100-038,6401100,高雄市,小港區,鳳源里,160,847,86,0.146386093,0.774931382,0.078682525,2138,25,2163,3443,0.628231194
6401700-001,6401700,高雄市,仁武區,大灣里,445,1781,259,0.179074447,0.716700201,0.104225352,2485,29,2514,3602,0.697945586
6401700-002,6401700,高雄市,仁武區,灣內里,840,2971,509,0.194444444,0.687731481,0.117824074,4320,33,4353,6500,0.669692308
6401700-003,6401700,高雄市,仁武區,考潭里,458,1162,147,0.259196378,0.657611771,0.083191851,1767,29,1796,2588,0.693972179
6401700-004,6401700,高雄市,仁武區,烏林里,474,1601,238,0.204928664,0.692174665,0.102896671,2313,27,2340,3682,0.635524172
6401700-005,6401700,高雄市,仁武區,仁福里,94,383,38,0.182524272,0.74368932,0.073786408,515,6,521,819,0.636141636
6401700-006,6401700,高雄市,仁武區,仁武里,629,2278,306,0.195767196,0.708994709,0.095238095,3213,45,3258,5101,0.638698294
6401700-007,6401700,高雄市,仁武區,文武里,1054,3833,616,0.191531892,0.696529166,0.111938942,5503,41,5544,8114,0.683263495
6401700-008,6401700,高雄市,仁武區,竹後里,190,1212,118,0.125,0.797368421,0.077631579,1520,20,1540,2156,0.714285714
6401700-009,6401700,高雄市,仁武區,八卦里,2079,5912,1122,0.22813563,0.648743553,0.123120816,9113,80,9193,13772,0.667513796
6401700-010,6401700,高雄市,仁武區,高楠里,200,866,90,0.173010381,0.749134948,0.077854671,1156,26,1182,1636,0.722493888
6401700-011,6401700,高雄市,仁武區,後安里,273,1269,151,0.161252215,0.749556999,0.089190786,1693,22,1715,2446,0.701144726
6401700-012,6401700,高雄市,仁武區,中華里,242,704,124,0.226168224,0.657943925,0.11588785,1070,14,1084,1590,0.681761006
6401700-013,6401700,高雄市,仁武區,五和里,442,1801,310,0.173129651,0.705444575,0.121425774,2553,24,2577,3921,0.657230298
6401700-014,6401700,高雄市,仁武區,仁和里,516,1562,255,0.221174453,0.669524218,0.109301329,2333,35,2368,3432,0.68997669
6401700-015,6401700,高雄市,仁武區,赤山里,701,2342,406,0.203247318,0.679037402,0.11771528,3449,41,3490,5074,0.68782026
6401700-016,6401700,高雄市,仁武區,仁慈里,374,921,131,0.26227209,0.645862553,0.091865358,1426,15,1441,1957,0.736331119
6403500-001,6403500,高雄市,內門區,溝坪里,159,339,57,0.286486486,0.610810811,0.102702703,555,8,563,979,0.575076609
6403500-002,6403500,高雄市,內門區,金竹里,73,298,35,0.179802956,0.733990148,0.086206897,406,10,416,639,0.651017214
6403500-003,6403500,高雄市,內門區,永富里,157,398,88,0.244167963,0.618973561,0.136858476,643,4,647,962,0.672557173
6403500-004,6403500,高雄市,內門區,永吉里,81,180,22,0.286219081,0.636042403,0.077738516,283,6,289,422,0.684834123
6403500-005,6403500,高雄市,內門區,永興里,73,143,32,0.294354839,0.576612903,0.129032258,248,4,252,428,0.588785047
6403500-006,6403500,高雄市,內門區,石坑里,92,201,28,0.286604361,0.626168224,0.087227414,321,2,323,490,0.659183673
6403500-007,6403500,高雄市,內門區,內門里,210,370,68,0.324074074,0.570987654,0.104938272,648,9,657,958,0.685803758
6403500-008,6403500,高雄市,內門區,內豊里,240,511,75,0.290556901,0.618644068,0.090799031,826,19,845,1216,0.694901316
6403500-009,6403500,高雄市,內門區,觀亭里,294,722,111,0.260869565,0.640638864,0.098491571,1127,18,1145,1688,0.678317536
6403500-010,6403500,高雄市,內門區,中埔里,116,227,40,0.302872063,0.592689295,0.104438642,383,9,392,560,0.7
6403500-011,6403500,高雄市,內門區,內東里,149,373,53,0.259130435,0.648695652,0.092173913,575,14,589,823,0.715674362
6403500-012,6403500,高雄市,內門區,內南里,60,132,55,0.24291498,0.534412955,0.222672065,247,6,253,401,0.630922693
6403500-013,6403500,高雄市,內門區,東埔里,75,226,37,0.221893491,0.668639053,0.109467456,338,6,344,498,0.690763052
6403500-014,6403500,高雄市,內門區,三平里,167,578,63,0.206683168,0.715346535,0.077970297,421,13,434,642,0.676012461
6403500-015,6403500,高雄市,內門區,木柵里,80,273,34,0.206718346,0.705426357,0.087855297,387,5,392,596,0.657718121
6403500-016,6403500,高雄市,內門區,內興里,44,306,15,0.120547945,0.838356164,0.04109589,365,5,370,585,0.632478632
6403500-017,6403500,高雄市,內門區,瑞山里,56,153,34,0.230452675,0.62962963,0.139917695,243,2,245,338,0.724852071
6403500-018,6403500,高雄市,內門區,光興里,116,283,40,0.264236902,0.644646925,0.091116173,439,6,445,647,0.687789799
6403200-001,6403200,高雄市,六龜區,新威里,125,295,33,0.27593819,0.651214128,0.072847682,453,6,459,734,0.625340599
6403200-002,6403200,高雄市,六龜區,新興里,71,279,58,0.174019608,0.683823529,0.142156863,408,10,418,676,0.618343195
6403200-003,6403200,高雄市,六龜區,新寮里,91,296,22,0.222493888,0.723716381,0.053789731,409,3,412,619,0.665589661
6403200-004,6403200,高雄市,六龜區,新發里,90,352,43,0.18556701,0.725773196,0.088659794,485,3,488,984,0.495934959
6403200-005,6403200,高雄市,六龜區,荖濃里,121,486,94,0.172610556,0.693295292,0.134094151,701,13,714,1395,0.511827957
6403200-006,6403200,高雄市,六龜區,六龜里,121,342,50,0.235867446,0.666666667,0.097465887,513,10,523,983,0.532044761
6403200-007,6403200,高雄市,六龜區,義寶里,189,366,73,0.300955414,0.582802548,0.116242038,628,6,634,1038,0.610789981
6403200-008,6403200,高雄市,六龜區,興龍里,112,315,32,0.244008715,0.68627451,0.069716776,459,12,471,816,0.577205882
6403200-009,6403200,高雄市,六龜區,中興里,307,415,108,0.369879518,0.5,0.130120482,830,12,842,1461,0.576317591
6403200-010,6403200,高雄市,六龜區,寶來里,165,326,51,0.304428044,0.601476015,0.094095941,542,5,547,915,0.597814208
6403200-011,6403200,高雄市,六龜區,文武里,179,538,90,0.22180917,0.666666667,0.111524164,807,11,818,1495,0.547157191
6403200-012,6403200,高雄市,六龜區,大津里,46,135,25,0.223300971,0.655339806,0.121359223,206,1,207,313,0.661341853
6400300-001,6400300,高雄市,左營區,進學里,674,1043,218,0.348320413,0.539018088,0.112661499,1044,15,1059,2528,0.418908228
6400300-002,6400300,高雄市,左營區,尾西里,164,528,58,0.218666667,0.704,0.077333333,750,9,759,1057,0.718070009
