Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6500300-011,6500300,新北市,中和區,漳和里,786,1056,242,0.377159309,0.50671785,0.116122841,2084,28,2112,3054,0.691552063
6500300-012,6500300,新北市,中和區,廟美里,978,1347,331,0.368222892,0.507153614,0.124623494,2656,29,2685,3852,0.697040498
6500300-013,6500300,新北市,中和區,福真里,1779,2628,613,0.35438247,0.523505976,0.122111554,2462,25,2487,3618,0.687396352
6500300-014,6500300,新北市,中和區,福善里,941,1291,326,0.36786552,0.504691165,0.127443315,2558,42,2600,3777,0.688377019
6500300-015,6500300,新北市,中和區,福美里,1052,1403,283,0.38422206,0.512417823,0.103360117,2738,37,2775,3914,0.708993357
6500300-016,6500300,新北市,中和區,福祥里,1089,1679,387,0.345166403,0.532171157,0.122662441,3155,42,3197,4465,0.716013438
6500300-017,6500300,新北市,中和區,瓦?里,1159,1564,348,0.377401498,0.509280365,0.113318137,3071,42,3113,4680,0.66517094
6500300-018,6500300,新北市,中和區,福和里,804,1158,273,0.359731544,0.518120805,0.122147651,2235,27,2262,3257,0.694504145
6500300-019,6500300,新北市,中和區,佳和里,1072,1494,321,0.371319709,0.517492206,0.111188085,2887,51,2938,4173,0.704049844
6500300-020,6500300,新北市,中和區,安樂里,999,874,274,0.465300419,0.407079646,0.127619935,2147,47,2194,3179,0.690154137
6500300-021,6500300,新北市,中和區,安和里,802,852,252,0.420776495,0.447009444,0.132214061,1906,28,1934,2703,0.715501295
6500300-022,6500300,新北市,中和區,安平里,1697,1427,487,0.469952922,0.39518139,0.134865688,3611,65,3676,5115,0.718670577
6500300-023,6500300,新北市,中和區,中安里,1267,1022,333,0.483218917,0.389778795,0.127002288,2622,45,2667,3861,0.690753691
6500300-024,6500300,新北市,中和區,泰安里,857,1019,269,0.3995338,0.475058275,0.125407925,2145,25,2170,3142,0.690642903
6500300-025,6500300,新北市,中和區,新南里,2006,2067,577,0.431397849,0.444516129,0.124086022,4650,72,4722,6828,0.691564148
6500300-026,6500300,新北市,中和區,南山里,1304,1456,333,0.421597155,0.470740382,0.107662464,3093,48,3141,4478,0.701429209
6500300-027,6500300,新北市,中和區,秀山里,1129,1261,328,0.415378955,0.463944077,0.120676968,2718,36,2754,4006,0.687468797
6500300-028,6500300,新北市,中和區,秀成里,846,954,306,0.401709402,0.452991453,0.145299145,2106,16,2122,3097,0.685179206
6500300-029,6500300,新北市,中和區,秀福里,1167,1363,353,0.404786681,0.472771419,0.122441901,2883,55,2938,4226,0.695220066
6500300-030,6500300,新北市,中和區,秀景里,1698,1532,473,0.458547124,0.413718607,0.12773427,3703,48,3751,5528,0.678545586
6500300-031,6500300,新北市,中和區,秀明里,1435,959,432,0.507784855,0.339348903,0.152866242,2826,47,2873,4328,0.663817006
6500300-032,6500300,新北市,中和區,秀峰里,1196,915,291,0.497918401,0.380932556,0.121149042,2402,33,2435,3544,0.687076749
6500300-033,6500300,新北市,中和區,秀仁里,771,852,240,0.413848631,0.457326892,0.128824477,1863,40,1903,2792,0.681590258
6500300-034,6500300,新北市,中和區,頂南里,963,700,256,0.501823867,0.364773319,0.133402814,1919,30,1949,2739,0.711573567
6500300-035,6500300,新北市,中和區,華新里,1924,1483,483,0.494601542,0.381233933,0.124164524,3890,63,3953,6125,0.645387755
6500300-036,6500300,新北市,中和區,東南里,1571,671,324,0.612236945,0.261496493,0.126266563,2566,50,2616,3824,0.684100418
6500300-037,6500300,新北市,中和區,華南里,1382,1129,372,0.479361776,0.391605966,0.129032258,2883,40,2923,4326,0.675681923
6500300-038,6500300,新北市,中和區,忠孝里,1421,1044,355,0.503900709,0.370212766,0.125886525,2820,49,2869,4310,0.665661253
6500300-039,6500300,新北市,中和區,崇南里,1191,917,322,0.490123457,0.377366255,0.132510288,2430,30,2460,3559,0.691205395
6500300-040,6500300,新北市,中和區,景南里,860,781,268,0.450497643,0.40911472,0.140387638,1909,27,1936,2835,0.682892416
6500300-041,6500300,新北市,中和區,橫路里,79,130,19,0.346491228,0.570175439,0.083333333,228,4,232,329,0.705167173
6500300-042,6500300,新北市,中和區,內南里,1306,1316,410,0.430738786,0.434036939,0.135224274,3032,53,3085,4467,0.690620103
6500300-043,6500300,新北市,中和區,壽南里,614,696,143,0.422573985,0.479008947,0.098417068,1453,29,1482,2106,0.703703704
6500300-044,6500300,新北市,中和區,外南里,1029,1161,319,0.410123555,0.462734157,0.127142288,2509,31,2540,6474,0.392338585
6500300-045,6500300,新北市,中和區,復興里,1308,1383,366,0.427870461,0.452404318,0.119725221,3057,55,3112,4461,0.697601435
6500300-046,6500300,新北市,中和區,和興里,1062,1120,328,0.42310757,0.446215139,0.130677291,2510,34,2544,3722,0.683503493
6500300-047,6500300,新北市,中和區,景平里,1535,1351,367,0.471872118,0.415308946,0.112818936,3253,44,3297,4833,0.682184978
6500300-048,6500300,新北市,中和區,景新里,976,978,242,0.444444444,0.445355191,0.110200364,2196,28,2224,3217,0.691327324
6500300-049,6500300,新北市,中和區,景福里,1434,1410,391,0.443276662,0.435857805,0.120865533,3235,57,3292,4771,0.690002096
6500300-050,6500300,新北市,中和區,景安里,1275,1251,408,0.434560327,0.426380368,0.139059305,2934,54,2988,4171,0.71637497
6500300-051,6500300,新北市,中和區,景文里,800,922,259,0.403836446,0.465421504,0.130742049,1981,27,2008,2824,0.711048159
6500300-052,6500300,新北市,中和區,錦和里,1119,1560,449,0.357736573,0.498721228,0.143542199,3128,45,3173,4561,0.695680772
6500300-053,6500300,新北市,中和區,錦昌里,564,606,190,0.414705882,0.445588235,0.139705882,1360,18,1378,1964,0.701629328
6500300-054,6500300,新北市,中和區,灰?里,118,279,48,0.265168539,0.626966292,0.107865169,445,6,451,653,0.690658499
6500300-055,6500300,新北市,中和區,積穗里,1744,2484,605,0.360852473,0.51396648,0.125181047,4833,72,4905,7010,0.699714693
6500300-056,6500300,新北市,中和區,民享里,494,986,188,0.29616307,0.591127098,0.112709832,1668,26,1694,2255,0.751219512
6500300-057,6500300,新北市,中和區,員山里,1177,1945,376,0.336477987,0.556032018,0.107489994,3498,50,3548,5202,0.682045367
6500300-058,6500300,新北市,中和區,嘉穗里,527,844,200,0.335455124,0.537237428,0.127307447,1571,20,1591,2320,0.685775862
6500300-059,6500300,新北市,中和區,文元里,1004,1909,336,0.309018159,0.587565405,0.103416436,3249,40,3289,4712,0.698005093
6500300-060,6500300,新北市,中和區,嘉新里,761,1302,251,0.328867761,0.562662057,0.108470182,2314,20,2334,3422,0.682057276
6500300-061,6500300,新北市,中和區,民安里,889,1686,309,0.308252427,0.584604716,0.107142857,2884,49,2933,4272,0.68656367
6500300-062,6500300,新北市,中和區,安穗里,831,1521,302,0.313112283,0.573097212,0.113790505,2654,40,2694,3927,0.686019862
6500300-063,6500300,新北市,中和區,瑞穗里,592,709,174,0.401355932,0.480677966,0.117966102,1475,13,1488,2064,0.720930233
6500300-064,6500300,新北市,中和區,明穗里,878,1629,296,0.313235819,0.58116304,0.105601142,2803,51,2854,3951,0.722348772
6500300-065,6500300,新北市,中和區,清穗里,641,1067,203,0.335426478,0.558346415,0.106227106,1911,29,1940,2818,0.688431512
6500300-066,6500300,新北市,中和區,自強里,908,1748,334,0.30367893,0.584615385,0.111705686,2990,42,3032,4386,0.69129047
6500300-067,6500300,新北市,中和區,德穗里,1064,1392,303,0.385646974,0.504530627,0.109822399,2759,39,2798,3967,0.705318881
6500300-068,6500300,新北市,中和區,民生里,895,1483,267,0.338374291,0.560680529,0.10094518,2645,30,2675,3779,0.707859222
6500300-069,6500300,新北市,中和區,國光里,778,1331,283,0.325250836,0.556438127,0.118311037,2392,35,2427,3396,0.714664311
6500300-070,6500300,新北市,中和區,壽德里,1303,985,363,0.491512637,0.371557903,0.136929461,2651,48,2699,3819,0.70672951
6500300-071,6500300,新北市,中和區,明德里,729,1285,255,0.321286911,0.566328779,0.11238431,2269,28,2297,3375,0.680592593
6500300-072,6500300,新北市,中和區,秀水里,1090,839,284,0.492544058,0.379123362,0.12833258,2213,30,2243,3300,0.67969697
6500300-073,6500300,新北市,中和區,德行里,1494,1774,451,0.401720893,0.477009949,0.121269158,3719,58,3777,5501,0.686602436
6500300-074,6500300,新北市,中和區,宜安里,490,460,148,0.446265938,0.418943534,0.134790528,1098,27,1125,1629,0.690607735
6500300-075,6500300,新北市,中和區,安順里,1235,1153,325,0.455215628,0.424990785,0.119793586,2713,43,2756,3887,0.7090301
6500300-076,6500300,新北市,中和區,秀義里,646,786,214,0.392466586,0.477521264,0.130012151,1646,28,1674,2347,0.713250959
6500300-077,6500300,新北市,中和區,秀士里,697,561,170,0.488095238,0.392857143,0.119047619,1428,19,1447,2190,0.660730594
6500300-078,6500300,新北市,中和區,興南里,844,844,261,0.433042586,0.433042586,0.133914828,1949,26,1975,2851,0.69273939
6500300-079,6500300,新北市,中和區,景本里,575,654,150,0.416968818,0.474256708,0.108774474,1379,26,1405,1935,0.726098191
6500300-080,6500300,新北市,中和區,福南里,1239,935,282,0.504478827,0.380700326,0.114820847,2456,46,2502,3710,0.674393531
6500300-081,6500300,新北市,中和區,中興里,1521,1756,479,0.404952077,0.467518637,0.127529286,3756,44,3800,5619,0.676276918
6500300-082,6500300,新北市,中和區,吉興里,730,765,230,0.423188406,0.443478261,0.133333333,1725,28,1753,2594,0.675790285
6500300-083,6500300,新北市,中和區,中山里,605,934,193,0.349307159,0.53926097,0.111431871,1732,25,1757,2464,0.713068182
6500300-084,6500300,新北市,中和區,碧河里,815,1298,293,0.338736492,0.539484622,0.121778886,2406,27,2433,3506,0.693953223
6500300-085,6500300,新北市,中和區,錦中里,829,1281,286,0.345993322,0.534641068,0.119365609,2396,17,2413,3512,0.687072893
6500300-086,6500300,新北市,中和區,錦盛里,731,1254,264,0.325033348,0.557581147,0.117385505,2249,37,2286,3334,0.685662867
6500300-087,6500300,新北市,中和區,民有里,564,950,227,0.323951752,0.545663412,0.130384836,1741,24,1765,2476,0.712843296
6500300-088,6500300,新北市,中和區,員富里,553,1113,242,0.289832285,0.583333333,0.126834382,1908,25,1933,2909,0.664489515
6500300-089,6500300,新北市,中和區,嘉慶里,809,1394,297,0.3236,0.5576,0.1188,2500,45,2545,3764,0.676142402
6500300-090,6500300,新北市,中和區,冠穗里,727,1205,252,0.332875458,0.551739927,0.115384615,2184,42,2226,3059,0.727688787
6500300-091,6500300,新北市,中和區,國華里,662,1147,199,0.329681275,0.571215139,0.099103586,2008,22,2030,2892,0.701936376
6500300-092,6500300,新北市,中和區,正南里,1012,806,239,0.49197861,0.391832766,0.116188624,2057,26,2083,3161,0.658968681
6500300-093,6500300,新北市,中和區,正行里,690,829,223,0.396096441,0.475889782,0.128013777,1742,34,1776,2593,0.684920941
6501500-001,6501500,新北市,五股區,興珍里,576,2045,302,0.197057817,0.699623674,0.103318508,2923,22,2945,4245,0.693757362
6501500-002,6501500,新北市,五股區,更寮里,121,577,74,0.156735751,0.747409326,0.095854922,772,11,783,1083,0.72299169
6501500-003,6501500,新北市,五股區,集福里,579,1332,249,0.268055556,0.616666667,0.115277778,2160,11,2171,3252,0.667589176
6501500-004,6501500,新北市,五股區,觀音里,193,597,71,0.224157956,0.693379791,0.082462253,861,8,869,1271,0.683713611
6501500-005,6501500,新北市,五股區,成州里,772,2076,355,0.24102404,0.648142367,0.110833594,3203,36,3239,4905,0.660346585
6501500-006,6501500,新北市,五股區,成功里,674,1920,341,0.229642249,0.654173765,0.116183986,2935,24,2959,4639,0.637852986
6501500-007,6501500,新北市,五股區,五龍里,158,646,61,0.18265896,0.746820809,0.070520231,865,9,874,1261,0.693100714
6501500-008,6501500,新北市,五股區,五股里,597,1412,241,0.265333333,0.627555556,0.107111111,2250,35,2285,3719,0.614412476
6501500-009,6501500,新北市,五股區,五福里,559,1299,234,0.267208413,0.620936902,0.111854685,2092,21,2113,3055,0.691653028
6501500-010,6501500,新北市,五股區,德音里,884,1641,397,0.302532512,0.561601643,0.135865845,2922,33,2955,4279,0.690581912
6501500-011,6501500,新北市,五股區,陸一里,1076,226,164,0.733969986,0.154160982,0.111869031,1466,18,1484,2062,0.719689622
6501500-012,6501500,新北市,五股區,貿商里,979,493,258,0.565895954,0.284971098,0.149132948,1730,30,1760,2510,0.701195219
6501500-013,6501500,新北市,五股區,德泰里,705,1328,341,0.296967144,0.559393429,0.143639427,2374,27,2401,3622,0.662893429
6501500-014,6501500,新北市,五股區,成德里,362,1126,167,0.218731118,0.680362538,0.100906344,1655,20,1675,2499,0.670268107
6501500-015,6501500,新北市,五股區,六福里,637,1097,315,0.310883358,0.535383114,0.153733529,2049,17,2066,3121,0.661967318
6501500-016,6501500,新北市,五股區,集賢里,536,1370,227,0.251289264,0.642287857,0.106422879,2133,29,2162,3176,0.680730479
6501500-017,6501500,新北市,五股區,民義里,605,1089,220,0.316091954,0.568965517,0.114942529,1914,19,1933,2825,0.684247788
6501500-018,6501500,新北市,五股區,成泰里,819,2060,414,0.248709384,0.62556939,0.125721227,3293,29,3322,5255,0.632159848
6501500-019,6501500,新北市,五股區,水碓里,1139,2546,452,0.27532028,0.615421803,0.109257916,4137,57,4194,6386,0.656749139
6501500-020,6501500,新北市,五股區,福德里,495,952,203,0.3,0.576969697,0.123030303,1650,17,1667,2565,0.649902534
6502400-001,6502400,新北市,平溪區,薯榔里,65,184,18,0.243445693,0.689138577,0.06741573,267,1,268,404,0.663366337
6502400-002,6502400,新北市,平溪區,菁桐里,61,75,13,0.409395973,0.503355705,0.087248322,149,2,151,257,0.587548638
6502400-003,6502400,新北市,平溪區,白石里,44,96,25,0.266666667,0.581818182,0.151515152,165,4,169,247,0.684210526
6502400-004,6502400,新北市,平溪區,石底里,89,193,21,0.293729373,0.636963696,0.069306931,303,8,311,445,0.698876404
6502400-005,6502400,新北市,平溪區,平溪里,65,70,13,0.439189189,0.472972973,0.087837838,148,2,150,243,0.617283951
6502400-006,6502400,新北市,平溪區,嶺腳里,119,223,34,0.316489362,0.593085106,0.090425532,376,11,387,649,0.596302003
6502400-007,6502400,新北市,平溪區,東勢里,99,150,33,0.35106383,0.531914894,0.117021277,282,2,284,442,0.642533937
6502400-008,6502400,新北市,平溪區,望古里,32,63,13,0.296296296,0.583333333,0.12037037,108,1,109,157,0.694267516
6502400-009,6502400,新北市,平溪區,南山里,60,133,27,0.272727273,0.604545455,0.122727273,220,1,221,386,0.57253886
6502400-010,6502400,新北市,平溪區,平湖里,32,58,17,0.299065421,0.542056075,0.158878505,107,0,107,171,0.625730994
6502400-011,6502400,新北市,平溪區,十分里,158,291,37,0.325102881,0.598765432,0.076131687,486,6,492,835,0.589221557
6502400-012,6502400,新北市,平溪區,新寮里,28,45,15,0.318181818,0.511363636,0.170454545,88,1,89,159,0.559748428
6500400-001,6500400,新北市,永和區,福林里,903,882,247,0.444389764,0.434055118,0.121555118,2032,23,2055,2960,0.694256757
6500400-002,6500400,新北市,永和區,文化里,750,668,217,0.458715596,0.408562691,0.132721713,1635,31,1666,2389,0.697362913
6500400-003,6500400,新北市,永和區,豫溪里,1009,891,248,0.469739292,0.414804469,0.115456238,2148,26,2174,4403,0.493754258
6500400-004,6500400,新北市,永和區,光明里,860,790,206,0.463362069,0.425646552,0.110991379,1856,39,1895,2646,0.716175359
6500400-005,6500400,新北市,永和區,仁愛里,691,719,169,0.437618746,0.455351488,0.107029766,1579,21,1600,2314,0.691443388
6500400-006,6500400,新北市,永和區,永貞里,872,919,242,0.428922774,0.452041318,0.119035908,2033,30,2063,3017,0.683791846
6500400-007,6500400,新北市,永和區,永福里,766,723,224,0.44716871,0.42206655,0.13076474,1713,27,1740,2434,0.714872638
6500400-008,6500400,新北市,永和區,民治里,757,690,187,0.463280294,0.422276622,0.114443084,1634,16,1650,2531,0.651916239
6500400-009,6500400,新北市,永和區,永成里,376,114,98,0.639455782,0.193877551,0.166666667,588,6,594,918,0.647058824
6500400-010,6500400,新北市,永和區,忠義里,308,109,76,0.62474645,0.221095335,0.154158215,493,2,495,714,0.693277311
6500400-011,6500400,新北市,永和區,永元里,1206,1243,346,0.431484794,0.444722719,0.123792487,2795,44,2839,4096,0.693115234
6500400-012,6500400,新北市,永和區,秀林里,879,1109,259,0.391188251,0.493546951,0.115264798,2247,41,2288,3152,0.725888325
6500400-013,6500400,新北市,永和區,保安里,1745,1932,489,0.418867019,0.463754201,0.117378781,4166,58,4224,6055,0.697605285
6500400-014,6500400,新北市,永和區,中溪里,1137,1422,358,0.389784025,0.487487144,0.122728831,2917,38,2955,4337,0.681346553
6500400-015,6500400,新北市,永和區,永安里,1166,1000,299,0.473022312,0.405679513,0.121298174,2465,39,2504,3546,0.706147772
6500400-016,6500400,新北市,永和區,民族里,1249,1101,314,0.468843844,0.413288288,0.117867868,2664,32,2696,3963,0.680292708
6500400-017,6500400,新北市,永和區,民權里,1164,1072,277,0.463191405,0.426581775,0.110226821,2513,34,2547,3835,0.664146023
6500400-018,6500400,新北市,永和區,中興里,699,766,195,0.421084337,0.461445783,0.11746988,1660,28,1688,2581,0.654010074
6500400-019,6500400,新北市,永和區,勵行里,244,383,87,0.341736695,0.536414566,0.121848739,714,15,729,1090,0.668807339
6500400-020,6500400,新北市,永和區,秀朗里,928,1097,305,0.398283262,0.470815451,0.130901288,2330,32,2362,3413,0.692059771
6500400-021,6500400,新北市,永和區,秀成里,718,822,217,0.40865111,0.467842914,0.123505976,1757,20,1777,2563,0.693328131
6500400-022,6500400,新北市,永和區,上溪里,500,514,140,0.433275563,0.445407279,0.121317158,1154,24,1178,1787,0.659205372
